"";"Municipios";"total";"65_mas";"porc_envejecido"
"514";"50025 Almunia de Doña Godina, La";8091;1261;15,5852181436164
"515";"22022 Almunia de San Juan";666;186;27,9279279279279
"516";"22023 Almuniente";457;151;33,0415754923414
"517";"18017 Almuñécar";25927;5568;21,4756817217572
"518";"13016 Almuradiel";761;185;24,3101182654402
"519";"46035 Almussafes";8979;1502;16,7279207038646
"520";"44019 Alobras";64;19;29,6875
"521";"19023 Alocén";161;31;19,2546583850932
"522";"48912 Alonsotegi";2879;645;22,4036123654047
"523";"29012 Álora";13112;2560;19,5241000610128
"524";"25022 Alòs de Balaguer";132;48;36,3636363636364
"525";"21006 Alosno";3933;932;23,6969234680905
"526";"19024 Alovera";12860;976;7,58942457231726
"527";"29013 Alozaina";2061;478;23,1926249393498
"528";"17006 Alp";1593;238;14,9403640929065
"529";"29014 Alpandeire";263;81;30,7984790874525
"530";"42023 Alpanseque";56;21;37,5
"531";"50026 Alpartir";568;150;26,4084507042254
"532";"28010 Alpedrete";14839;2041;13,7542961115978
"533";"08004 Alpens";261;47;18,007662835249
"534";"44020 Alpeñés";21;9;42,8571428571429
"535";"02010 Alpera";2261;534;23,6178681999115
"536";"25023 Alpicat";6266;905;14,4430258538142
"537";"46036 Alpuente";635;219;34,488188976378
"538";"18904 Alpujarra de la Sierra";969;281;28,9989680082559
"539";"03017 Alqueria d'Asnar, l'";493;69;13,9959432048682
"540";"46037 Alqueria de la Comtessa, l'";1496;322;21,524064171123
"541";"12901 Alqueries, les/Alquerías del Niño Perdido";4464;882;19,758064516129
"542";"22024 Alquézar";312;86;27,5641025641026
"543";"18018 Alquife";580;174;30
"544";"04015 Alsodux";125;39;31,2
"545";"25024 Alt Àneu";414;94;22,7053140096618
"546";"09013 Altable";46;13;28,2608695652174
"547";"43012 Altafulla";5307;977;18,4096476351988
"548";"16019 Altarejos";188;91;48,4042553191489
"549";"03018 Altea";22558;4664;20,6755918077844
"550";"22025 Altorricón";1420;360;25,3521126760563
"551";"09014 Altos, Los";184;63;34,2391304347826
"552";"31010 Altsasu/Alsasua";7465;1460;19,5579370395177
"553";"12012 Altura";3601;752;20,8830880311025
"554";"20906 Altzaga";178;34;19,1011235955056
"555";"20007 Altzo";460;68;14,7826086956522
"556";"19027 Alustante";155;59;38,0645161290323
"557";"46017 Alzira";44938;8261;18,3831056121768
"558";"05012 Amavida";127;57;44,8818897637795
"559";"34009 Amayuelas de Arriba";36;15;41,6666666666667
"560";"50027 Ambel";253;94;37,1541501976285
"561";"28011 Ambite";609;125;20,5254515599343
"562";"17007 Amer";2332;568;24,3567753001715
"563";"15002 Ames";32104;4029;12,5498380264142
"564";"31013 Améscoa Baja";711;212;29,817158931083
"565";"43013 Ametlla de Mar, L'";6866;1669;24,3081852607049
"566";"08005 Ametlla del Vallès, L'";8646;1302;15,058986814712
"567";"09016 Ameyugo";113;22;19,4690265486726
"568";"20008 Amezketa";935;194;20,7486631016043
"569";"33003 Amieva";628;239;38,0573248407643
"570";"32002 Amoeiro";2296;786;34,2334494773519
"571";"48003 Amorebieta-Etxano";19529;3928;20,1136770956014
"572";"48004 Amoroto";416;84;20,1923076923077
"573";"43906 Ampolla, L'";3277;870;26,5486725663717
"574";"43014 Amposta";21115;3983;18,8633672744494
"575";"34010 Ampudia";606;195;32,1782178217822
"576";"39002 Ampuero";4319;935;21,6485297522575
"577";"01002 Amurrio";10264;2266;22,0771628994544
"578";"34011 Amusco";418;135;32,2966507177034
"579";"47009 Amusquillo";102;43;42,156862745098
"580";"44024 Anadón";32;9;28,125
"581";"40017 Anaya";125;26;20,8
"582";"37029 Anaya de Alba";189;80;42,3280423280423
"583";"28012 Anchuelo";1286;179;13,9191290824261
"584";"13017 Anchuras";295;118;40
"585";"31014 Ancín/Antzin";338;74;21,8934911242604
"586";"49009 Andavías";452;179;39,6017699115044
"587";"46038 Andilla";308;90;29,2207792207792
"588";"20009 Andoain";14691;3415;23,2455244707644
"589";"44025 Andorra";7345;1483;20,1906058543227
"590";"31015 Andosilla";2784;553;19,8635057471264
"591";"07005 Andratx";11433;1724;15,0791568267296
"592";"23005 Andújar";36615;7011;19,1478902089308
"593";"50028 Anento";95;20;21,0526315789474
"594";"17008 Anglès";5654;1061;18,7654757693668
"595";"25027 Anglesola";1365;322;23,5897435897436
"596";"19031 Angón";7;4;57,1428571428571
"597";"26013 Anguciana";425;82;19,2941176470588
"598";"22027 Angüés";353;119;33,7110481586402
"599";"26014 Anguiano";494;240;48,582995951417
"600";"19032 Anguita";155;77;49,6774193548387
"601";"09017 Anguix";155;47;30,3225806451613
"602";"39003 Anievas";274;95;34,6715328467153
"603";"50029 Aniñón";684;250;36,5497076023392
"604";"46039 Anna";2615;730;27,9158699808795
"605";"20010 Anoeta";2085;352;16,8824940047962
"606";"19033 Anquela del Ducado";46;18;39,1304347826087
"607";"19034 Anquela del Pedregal";29;10;34,4827586206897
"608";"22028 Ansó";386;143;37,0466321243523
"609";"31016 Ansoáin/Antsoain";10836;1682;15,5223329641934
"610";"04016 Antas";3315;618;18,6425339366516
"611";"27003 Antas de Ulla";1940;773;39,8453608247423
"612";"46040 Antella";1157;323;27,9170267934313
"613";"29015 Antequera";41318;7030;17,0143763008858
"614";"35003 Antigua";12972;1955;15,0709219858156
"615";"24005 Antigua, La";358;197;55,0279329608939
"616";"34012 Antigüedad";365;118;32,3287671232877
"617";"22029 Antillón";135;50;37,037037037037
"618";"20011 Antzuola";2102;438;20,837297811608
"619";"31017 Anue";481;103;21,4137214137214
"620";"01049 Añana";149;42;28,1879194630872
"621";"40018 Añe";72;33;45,8333333333333
"622";"50030 Añón de Moncayo";222;89;40,0900900900901
"623";"14006 Añora";1530;389;25,4248366013072
"624";"31018 Añorbe";595;81;13,6134453781513
"625";"45014 Añover de Tajo";5176;971;18,7596599690881
"626";"37030 Añover de Tormes";89;35;39,3258426966292
"627";"31019 Aoiz/Agoitz";2777;452;16,2765574360821
"628";"37031 Arabayona de Mógica";343;118;34,402332361516
"629";"21007 Aracena";8255;1402;16,9836462749849
"630";"38004 Arafo";5593;1010;18,0582871446451
"631";"22032 Aragüés del Puerto";111;34;30,6306306306306
"632";"41011 Arahal";19533;3189;16,3262171709415
"633";"40019 Arahuetes";28;17;60,7142857142857
"634";"31020 Araitz";523;129;24,6653919694073
"635";"48005 Arakaldo";165;20;12,1212121212121
"636";"31025 Arakil";962;203;21,1018711018711
"637";"20012 Arama";202;39;19,3069306930693
"638";"01003 Aramaio";1442;321;22,2607489597781
"639";"31021 Aranarache/Aranaratxe";70;20;28,5714285714286
"640";"42024 Arancón";84;35;41,6666666666667
"641";"09018 Aranda de Duero";33187;7248;21,8398770602947
"642";"50031 Aranda de Moncayo";145;54;37,2413793103448
"643";"50032 Arándiga";278;119;42,8057553956835
"644";"09019 Arandilla";162;59;36,4197530864198
"645";"16020 Arandilla del Arroyo";7;5;71,4285714285714
"646";"15003 Aranga";1834;727;39,6401308615049
"647";"31023 Aranguren";11306;997;8,81832655227313
"648";"28013 Aranjuez";60332;10066;16,6843466153948
"649";"31024 Arano";116;29;25
"650";"31022 Arantza";608;147;24,1776315789474
"651";"48006 Arantzazu";408;75;18,3823529411765
"652";"19036 Aranzueque";358;92;25,6983240223464
"653";"12013 Arañuel";151;58;38,4105960264901
"654";"37032 Arapiles";651;140;21,505376344086
"655";"31026 Aras";147;51;34,6938775510204
"656";"46041 Aras de los Olmos";359;123;34,2618384401114
"657";"09020 Arauzo de Miel";306;100;32,6797385620915
"658";"09021 Arauzo de Salce";54;18;33,3333333333333
"659";"09022 Arauzo de Torre";77;29;37,6623376623377
"660";"19037 Arbancón";149;45;30,2013422818792
"661";"25029 Arbeca";2126;566;26,6227657572907
"662";"19038 Arbeteta";20;7;35
"663";"31027 Arbizu";1109;210;18,9359783588819
"664";"36001 Arbo";2576;905;35,1319875776397
"665";"43016 Arboç, L'";5609;908;16,1882688536281
"666";"04017 Arboleas";4624;1920;41,522491349481
"667";"43015 Arbolí";127;27;21,259842519685
"668";"17009 Arbúcies";6608;1211;18,3262711864407
"669";"16905 Arcas";1775;163;9,1830985915493
"670";"31028 Arce/Artzi";262;58;22,1374045801527
"671";"37033 Arcediano";95;22;23,1578947368421
"672";"49010 Arcenillas";428;78;18,2242990654206
"673";"30009 Archena";19428;2904;14,9474984558369
"674";"29016 Árchez";385;102;26,4935064935065
"675";"29017 Archidona";8168;1597;19,5519098922625
"676";"45015 Arcicóllar";908;191;21,0352422907489
"677";"37034 Arco, El";88;26;29,5454545454545
"678";"34015 Arconada";40;16;40
"679";"40020 Arcones";145;63;43,448275862069
"680";"09023 Arcos";1775;120;6,76056338028169
"681";"42025 Arcos de Jalón";1454;441;30,3301237964237
"682";"11006 Arcos de la Frontera";30818;4831;15,6759036926472
"683";"49011 Arcos de la Polvorosa";217;83;38,2488479262673
"684";"16022 Arcos de la Sierra";77;38;49,3506493506493
"685";"44026 Arcos de las Salinas";118;28;23,728813559322
"686";"31029 Arcos, Los";1127;343;30,4347826086957
"687";"29018 Ardales";2506;492;19,6328810853951
"688";"50033 Ardisa";74;35;47,2972972972973
"689";"24006 Ardón";560;184;32,8571428571429
"690";"48093 Areatza";1216;225;18,5032894736842
"691";"31030 Arellano";148;37;25
"692";"22035 Arén";308;94;30,5194805194805
"693";"05013 Arenal, El";948;358;37,7637130801688
"694";"13903 Arenales de San Gregorio";588;173;29,421768707483
"695";"29019 Arenas";1177;307;26,0832625318607
"696";"39004 Arenas de Iguña";1665;482;28,9489489489489
"697";"13018 Arenas de San Juan";1011;221;21,8595450049456
"698";"05014 Arenas de San Pedro";6344;1651;26,0245901639344
"699";"18020 Arenas del Rey";653;135;20,6738131699847
"700";"42026 Arenillas";47;16;34,0425531914894
"701";"09024 Arenillas de Riopisuerga";174;54;31,0344827586207
"702";"44027 Arens de Lledó";205;77;37,5609756097561
"703";"08006 Arenys de Mar";15941;3463;21,7238567216611
"704";"08007 Arenys de Munt";9121;1607;17,6186821620436
"705";"26015 Arenzana de Abajo";237;87;36,7088607594937
"706";"26016 Arenzana de Arriba";29;15;51,7241379310345
"707";"15004 Ares";5829;1546;26,5225596157145
"708";"12014 Ares del Maestrat";184;70;38,0434782608696
"709";"31031 Areso";283;66;23,321554770318
"710";"20013 Aretxabaleta";7103;1551;21,8358440095734
"711";"05015 Arevalillo";69;29;42,0289855072464
"712";"40021 Arevalillo de Cega";19;12;63,1578947368421
"713";"05016 Arévalo";7960;1550;19,4723618090452
"714";"42027 Arévalo de la Sierra";76;30;39,4736842105263
"715";"13019 Argamasilla de Alba";6955;1261;18,1308411214953
"716";"13020 Argamasilla de Calatrava";5841;1265;21,6572504708098
"717";"28014 Arganda del Rey";56678;7013;12,3734076714069
"718";"24007 Arganza";774;276;35,6589147286822
"719";"49012 Argañín";73;33;45,2054794520548
"720";"22036 Argavieso";95;40;42,1052631578947
"721";"19039 Argecilla";59;29;49,1525423728814
"722";"17010 Argelaguer";396;88;22,2222222222222
"723";"12015 Argelita";126;35;27,7777777777778
"724";"08008 Argençola";219;40;18,2648401826484
"725";"44028 Argente";193;78;40,4145077720207
"726";"43017 Argentera, L'";117;34;29,0598290598291
"727";"08009 Argentona";12536;2262;18,0440331844288
"728";"45016 Argés";6563;680;10,3611153435929
"729";"39005 Argoños";1788;308;17,2259507829978
"730";"31032 Arguedas";2287;526;22,9995627459554
"731";"22037 Arguis";125;27;21,6
"732";"16024 Arguisuelas";136;42;30,8823529411765
"733";"49013 Argujillo";230;121;52,6086956521739
"734";"31033 Aria";51;19;37,2549019607843
"735";"07901 Ariany";902;249;27,6053215077605
"736";"31034 Aribe";32;11;34,375
"737";"38005 Arico";8111;1412;17,4084576501048
"738";"09025 Arija";121;43;35,5371900826446
"739";"44029 Ariño";714;170;23,8095238095238
"740";"50034 Ariza";1100;321;29,1818181818182
"741";"23006 Arjona";5515;1150;20,8522212148685
"742";"23007 Arjonilla";3571;715;20,0224026883226
"743";"09026 Arlanzón";407;126;30,958230958231
"744";"19040 Armallones";54;21;38,8888888888889
"745";"31035 Armañanzas";52;29;55,7692307692308
"746";"17011 Armentera, L'";951;197;20,7150368033649
"747";"37035 Armenteros";194;64;32,9896907216495
"748";"18021 Armilla";24340;3000;12,3253903040263
"749";"01006 Armiñón";223;30;13,4529147982063
"750";"40022 Armuña";234;63;26,9230769230769
"751";"04018 Armuña de Almanzora";300;88;29,3333333333333
"752";"19041 Armuña de Tajuña";229;37;16,1572052401747
"753";"26017 Arnedillo";448;101;22,5446428571429
"754";"26018 Arnedo";15015;2973;19,8001998001998
"755";"43018 Arnes";444;176;39,6396396396396
"756";"32003 Arnoia, A";977;392;40,1228249744115
"757";"39006 Arnuero";2106;495;23,5042735042735
"758";"21008 Aroche";3054;633;20,7269155206287
"759";"38006 Arona";82777;10168;12,283605349312
"760";"49014 Arquillinos";119;50;42,0168067226891
"761";"23008 Arquillos";1722;323;18,7572590011614
"762";"49015 Arrabalde";212;121;57,0754716981132
"763";"01037 Arraia-Maeztu";733;182;24,8294679399727
"764";"16025 Arrancacepas";25;13;52
"765";"48009 Arrankudiaga";965;187;19,3782383419689
"766";"20055 Arrasate/Mondragón";22073;5555;25,1664930004983
"767";"48914 Arratzu";413;103;24,9394673123487
"768";"01008 Arratzua-Ubarrundia";984;197;20,020325203252
"769";"09027 Arraya de Oca";47;13;27,6595744680851
"770";"35004 Arrecife";64645;7062;10,9242787531905
"771";"39007 Arredondo";452;156;34,5132743362832
"772";"25031 Arres";60;8;13,3333333333333
"773";"29020 Arriate";4082;785;19,2307692307692
"774";"48010 Arrieta";580;107;18,448275862069
"775";"48011 Arrigorriaga";12225;2215;18,118609406953
"776";"13021 Arroba de los Montes";421;168;39,9049881235154
"777";"31036 Arróniz";1038;284;27,3603082851638
"778";"47010 Arroyo de la Encomienda";20537;1294;6,30082290500073
"779";"10021 Arroyo de la Luz";5766;1363;23,6385709330558
"780";"19042 Arroyo de las Fraguas";21;11;52,3809523809524
"781";"06012 Arroyo de San Serván";4080;725;17,7696078431373
"782";"23905 Arroyo del Ojanco";2287;491;21,4691735898557
"783";"10023 Arroyomolinos";828;253;30,5555555555556
"784";"28015 Arroyomolinos";32935;1945;5,90557158038561
"785";"10022 Arroyomolinos de la Vera";441;152;34,4671201814059
"786";"21009 Arroyomolinos de León";947;250;26,3991552270327
"787";"31037 Arruazu";106;28;26,4150943396226
"788";"26019 Arrúbal";516;101;19,5736434108527
"789";"25032 Arsèguel";81;15;18,5185185185185
"790";"07006 Artà";7984;1450;18,1613226452906
"791";"31038 Artajona";1691;408;24,1277350680071
"792";"12016 Artana";1955;436;22,3017902813299
"793";"31039 Artazu";111;28;25,2252252252252
"794";"48023 Artea";733;160;21,8281036834925
"795";"15005 Arteixo";32738;5294;16,170810678722
"796";"35005 Artenara";1049;275;26,2154432793136
"797";"08010 Artés";5762;1061;18,4137452273516
"798";"25033 Artesa de Lleida";1535;299;19,4788273615635
"799";"25034 Artesa de Segre";3400;745;21,9117647058824
"800";"50035 Artieda";80;24;30
"801";"48008 Artzentales";699;173;24,7496423462089
"802";"01004 Artziniega";1800;330;18,3333333333333
"803";"35006 Arucas";38334;6066;15,8240726248239
"804";"15006 Arzúa";6011;1837;30,5606388288138
"805";"43019 Ascó";1644;411;25
"806";"50036 Asín";98;43;43,8775510204082
"807";"25036 Aspa";220;73;33,1818181818182
"808";"49016 Aspariegos";245;94;38,3673469387755
"809";"01009 Asparrena";1623;321;19,7781885397412
"810";"03019 Aspe";20804;3563;17,1265141318977
"811";"20014 Asteasu";1561;267;17,1044202434337
"812";"20903 Astigarraga";7029;828;11,7797695262484
"813";"39008 Astillero, El";18134;3217;17,7401566118893
"814";"24008 Astorga";10741;3016;28,0793222232567
"815";"34017 Astudillo";1006;366;36,3817097415507
"816";"49017 Asturianos";260;128;49,2307692307692
"817";"29021 Atajate";169;42;24,8520710059172
"818";"06013 Atalaya";294;85;28,9115646258503
"819";"16026 Atalaya del Cañavate";98;36;36,734693877551
"820";"37037 Atalaya, La";108;42;38,8888888888889
"821";"19043 Atanzón";97;54;55,6701030927835
"822";"09029 Atapuerca";166;52;31,3253012048193
"823";"47011 Ataquines";569;183;32,1616871704745
"824";"18022 Atarfe";18960;2306;12,162447257384
"825";"20015 Ataun";1696;385;22,7004716981132
"826";"28016 Atazar, El";90;21;23,3333333333333
"827";"50037 Atea";147;57;38,7755102040816
"828";"50038 Ateca";1762;505;28,6606129398411
"829";"31040 Atez/Atetz";225;56;24,8888888888889
"830";"19044 Atienza";385;106;27,5324675324675
"831";"48091 Atxondo";1335;319;23,8951310861423
"832";"46003 Atzeneta d'Albaida";1162;275;23,6660929432014
"833";"12001 Atzeneta del Maestrat";1304;403;30,9049079754601
"834";"03001 Atzúbia, l'";611;221;36,1702127659575
"835";"48070 Aulesti";657;183;27,8538812785388
"836";"19045 Auñón";134;73;54,4776119402985
"837";"31058 Auritz/Burguete";227;61;26,8722466960352
"838";"26020 Ausejo";808;182;22,5247524752475
"839";"42028 Ausejo de la Sierra";87;22;25,2873563218391
"840";"09030 Ausines, Los";133;53;39,8496240601504
"841";"34018 Autilla del Pino";215;70;32,5581395348837
"842";"34019 Autillo de Campos";134;41;30,5970149253731
"843";"26021 Autol";4623;811;17,5427211767251
"844";"05017 Aveinte";83;32;38,5542168674699
"845";"05018 Avellaneda";26;6;23,0769230769231
"846";"25037 Avellanes i Santa Linya, Les";433;151;34,8729792147806
"847";"09032 Avellanosa de Muñó";106;44;41,5094339622642
"848";"08011 Avià";2220;461;20,7657657657658
"849";"05019 Ávila";58369;11751;20,1322619883842
"850";"33004 Avilés";77791;19893;25,5723669833271
"851";"08012 Avinyó";2289;499;21,7999126256007
"852";"17012 Avinyonet de Puigventós";1641;186;11,3345521023766
"853";"08013 Avinyonet del Penedès";1697;338;19,917501473188
"854";"32004 Avión";1736;902;51,9585253456221
"855";"01010 Ayala/Aiara";2968;516;17,3854447439353
"856";"21010 Ayamonte";21104;3490;16,5371493555724
"857";"31041 Ayegui/Aiegi";2395;284;11,8580375782881
"858";"22039 Ayerbe";1017;316;31,0717797443461
"859";"40024 Ayllón";1182;254;21,4890016920474
"860";"02011 Ayna";591;266;45,0084602368866
"861";"12017 Ayódar";153;69;45,0980392156863
"862";"49018 Ayoó de Vidriales";289;170;58,8235294117647
"863";"46044 Ayora";5283;1236;23,3957978421351
"864";"34020 Ayuela";50;21;42
"865";"31042 Azagra";3840;743;19,3489583333333
"866";"44031 Azaila";93;40;43,010752688172
"867";"22040 Azanuy-Alins";170;60;35,2941176470588
"868";"22041 Azara";157;55;35,031847133758
"869";"20017 Azkoitia";11627;2271;19,5321235056334
"870";"22042 Azlor";138;47;34,0579710144928
"871";"41012 Aznalcázar";4588;722;15,7367044463819
"872";"41013 Aznalcóllar";6083;989;16,2584251191846
"873";"26022 Azofra";219;81;36,986301369863
"874";"20018 Azpeitia";15106;3185;21,0843373493976
"875";"06014 Azuaga";7747;1834;23,6736801342455
"876";"50039 Azuara";529;158;29,8676748582231
"877";"12018 Azuébar";310;98;31,6129032258064
"878";"31043 Azuelo";26;16;61,5384615384615
"879";"19046 Azuqueca de Henares";35407;3986;11,2576609145084
"880";"45017 Azután";290;109;37,5862068965517
"881";"37038 Babilafuente";917;228;24,8636859323882
"882";"04019 Bacares";250;103;41,2
"883";"06015 Badajoz";150984;25492;16,8839082286865
"884";"08015 Badalona";223166;42348;18,9760088902431
"885";"26023 Badarán";477;182;38,1551362683438
"886";"44032 Bádenas";19;5;26,3157894736842
"887";"08904 Badia del Vallès";13415;2836;21,1405143496086
"888";"41014 Badolatosa";3079;473;15,3621305618707
"889";"50040 Badules";78;33;42,3076923076923
"890";"22043 Baélls";97;46;47,4226804123711
"891";"14007 Baena";19045;3256;17,0963507482279
"892";"23009 Baeza";15791;2774;17,5669685263758
"893";"08016 Bagà";2140;590;27,5700934579439
"894";"44033 Báguena";285;119;41,7543859649123
"895";"50041 Bagüés";16;6;37,5
